filename,path,label
Image_133.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_133.png,aerosol_cans
Image_136.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_136.png,aerosol_cans
Image_103.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_103.png,aerosol_cans
Image_110.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_110.png,aerosol_cans
Image_10.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_10.png,aerosol_cans
Image_132.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_132.png,aerosol_cans
Image_128.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_128.png,aerosol_cans
Image_1.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_1.png,aerosol_cans
Image_127.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_127.png,aerosol_cans
Image_114.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_114.png,aerosol_cans
Image_108.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_108.png,aerosol_cans
Image_131.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_131.png,aerosol_cans
Image_112.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_112.png,aerosol_cans
Image_116.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_116.png,aerosol_cans
Image_104.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_104.png,aerosol_cans
Image_11.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_11.png,aerosol_cans
Image_115.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_115.png,aerosol_cans
Image_113.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_113.png,aerosol_cans
Image_105.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_105.png,aerosol_cans
Image_120.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_120.png,aerosol_cans
Image_111.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_111.png,aerosol_cans
Image_129.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_129.png,aerosol_cans
Image_117.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_117.png,aerosol_cans
Image_102.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_102.png,aerosol_cans
Image_109.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_109.png,aerosol_cans
Image_100.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_100.png,aerosol_cans
Image_119.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_119.png,aerosol_cans
Image_135.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_135.png,aerosol_cans
Image_107.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_107.png,aerosol_cans
Image_125.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_125.png,aerosol_cans
Image_122.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_122.png,aerosol_cans
Image_123.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_123.png,aerosol_cans
Image_13.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_13.png,aerosol_cans
Image_12.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_12.png,aerosol_cans
Image_126.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_126.png,aerosol_cans
Image_134.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_134.png,aerosol_cans
Image_118.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_118.png,aerosol_cans
Image_130.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_130.png,aerosol_cans
Image_121.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_121.png,aerosol_cans
Image_124.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_124.png,aerosol_cans
Image_101.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_101.png,aerosol_cans
Image_106.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_106.png,aerosol_cans
Image_89.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_89.png,aerosol_cans
Image_15.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_15.png,aerosol_cans
Image_14.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_14.png,aerosol_cans
Image_189.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_189.png,aerosol_cans
Image_214.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_214.png,aerosol_cans
Image_78.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_78.png,aerosol_cans
Image_80.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_80.png,aerosol_cans
Image_155.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_155.png,aerosol_cans
Image_195.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_195.png,aerosol_cans
Image_146.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_146.png,aerosol_cans
Image_242.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_242.png,aerosol_cans
Image_148.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_148.png,aerosol_cans
Image_156.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_156.png,aerosol_cans
Image_217.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_217.png,aerosol_cans
Image_152.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_152.png,aerosol_cans
Image_22.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_22.png,aerosol_cans
Image_226.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_226.png,aerosol_cans
Image_245.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_245.png,aerosol_cans
Image_29.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_29.png,aerosol_cans
Image_180.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_180.png,aerosol_cans
Image_21.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_21.png,aerosol_cans
Image_32.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_32.png,aerosol_cans
Image_59.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_59.png,aerosol_cans
Image_145.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_145.png,aerosol_cans
Image_168.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_168.png,aerosol_cans
Image_82.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_82.png,aerosol_cans
Image_151.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_151.png,aerosol_cans
Image_197.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_197.png,aerosol_cans
Image_25.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_25.png,aerosol_cans
Image_45.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_45.png,aerosol_cans
Image_3.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_3.png,aerosol_cans
Image_199.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_199.png,aerosol_cans
Image_216.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_216.png,aerosol_cans
Image_37.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_37.png,aerosol_cans
Image_213.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_213.png,aerosol_cans
Image_219.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_219.png,aerosol_cans
Image_55.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_55.png,aerosol_cans
Image_73.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_73.png,aerosol_cans
Image_158.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_158.png,aerosol_cans
Image_24.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_24.png,aerosol_cans
Image_31.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_31.png,aerosol_cans
Image_64.png,/content/drive/MyDrive/Data Scientist/[5] PROJECT DS/[4] Semua data yang sudah dikelomppokan dan dibersihkan/aerosol_cans/Image_64.png,aerosol_cans
